8.0001,-16.0612
8.0583,-16.4523
8.1003,-16.7927
8.1314,-16.9747
8.1745,-17.3269
8.2271,-17.7499
8.274,-18.0407
8.3586,-18.6093
8.4293,-19.0275
8.4846,-19.2845
8.5357,-19.4917
8.6253,-19.5777
8.7157,-19.502
8.7744,-19.3122
8.8257,-19.1302
8.897,-18.8073
8.9706,-18.5184
9.0076,-18.3085
9.0761,-18.0572
9.1696,-17.9123
9.2134,-17.7912
9.2546,-17.7743
9.2889,-17.8064
9.3232,-17.8478
9.3644,-18.0333
9.4376,-18.2959
9.4875,-18.585
9.5202,-18.9107
9.5585,-19.2012
9.6138,-19.9092
9.633,-20.1411
NaN,NaN
10.2948,-20.0908
10.3043,-19.8089
10.3182,-19.3537
10.3371,-18.6889
10.3581,-17.9883
10.3864,-17.3247
10.406,-16.7011
10.4365,-15.9758
10.4441,-15.6219
10.4629,-15.3382
10.4956,-14.6233
10.5161,-14.1245
10.5429,-13.6349
10.5607,-13.3006
10.5932,-12.6421
10.6378,-12.0101
10.6703,-11.4574
10.6977,-11.0364
10.7208,-10.6944
10.7662,-10.1231
10.8144,-9.5003
10.8768,-8.7897
10.9225,-8.3184
10.9874,-7.7017
11.0591,-7.1135
11.1204,-6.6195
11.199,-6.1972
11.238,-5.8625
11.351,-5.2766
11.4179,-4.8982
11.5162,-4.493
11.5991,-4.1531
11.7777,-3.5612
11.9575,-3.0577
12.017,-2.8364
