0.89515, 0.01350
1.81722, 0.02495
2.73929, 0.03516
3.66136, 0.04760
4.58343, 0.06070
5.50550, 0.07364
6.42757, 0.08492
7.34964, 0.09778
8.27171, 0.10972
9.19378, 0.12495
10.11585, 0.13665
10.99002, 0.14993
12.00512, 0.16907
12.93364, 0.18839
13.80937, 0.20155
14.66210, 0.21340
15.53091, 0.23290
16.19911, 0.24662
16.97749, 0.26727
17.79278, 0.28512
18.64309, 0.30186
19.14794, 0.31968
19.92332, 0.34042
20.74184, 0.36588
21.28846, 0.38136
21.96305, 0.39923
22.47997, 0.41633
22.94745, 0.42954
23.86952, 0.45868
24.98073, 0.49023
25.95403, 0.50888
26.34704, 0.51843
26.88076, 0.52341
27.42562, 0.51621
27.74457, 0.51164
28.08682, 0.49643
28.43151, 0.47188
28.68298, 0.45232
28.80872, 0.43948
29.03563, 0.41200
29.16260, 0.39019
29.25107, 0.36933
29.40478, 0.34312
29.53981, 0.31066
29.67995, 0.27966
29.74008, 0.25087
29.90773, 0.15066
29.97290, 0.10135
30.05085, 0.13660
30.17789, 0.17055
30.34554, 0.19294
30.68098, 0.21104
31.06500, 0.22769
31.60287, 0.24330
32.49700, 0.25791
33.41069, 0.26688
34.41938, 0.27149
35.21027, 0.27509
36.18528, 0.27898
37.10735, 0.28059
38.06166, 0.28103
38.95149, 0.28073
39.94752, 0.27169
40.76070, 0.26455
41.24868, 0.25316
41.80152, 0.25604
41.91583, 0.21840
42.06693, 0.19934
42.35477, 0.10653
42.53618, 0.14039
42.93707, 0.17065
43.56184, 0.18296
44.47692, 0.19142
45.40039, 0.19325
46.26285, 0.19651
47.25012, 0.19897
48.17219, 0.20033
49.05235, 0.20123
50.01633, 0.19969
50.93840, 0.20077
51.93870, 0.20215
52.80769, 0.20306
53.70461, 0.20306
54.62668, 0.20350
55.54875, 0.20265
56.47082, 0.20262
57.38451, 0.20254
58.29819, 0.20258
59.23703, 0.20001
59.89086, 0.19901
