FGHz,S11dB,S11deg,S21dB,S21deg
18.2,-0.022716795137311053,-14.149232146707462,-22.82572594420771,75.85076785329255
18.25,-0.02323575018928201,-16.285104327314503,-22.727888821542287,73.71489567268549
18.3,-0.0240232134149833,-18.41409680471795,-22.583538188343326,71.58590319528204
18.35,-0.025059468508961964,-20.540209924985504,-22.40064826517009,69.45979007501448
18.4,-0.02633791587845697,-22.66655771227401,-22.18519135339482,67.33344228772599
18.45,-0.02786167679588695,-24.795689121533457,-21.941694004099553,65.20431087846654
18.5,-0.02964177729571114,-26.929797283394,-21.6736131717899,63.070202716606
18.55,-0.03169629256603607,-29.070862569496988,-21.383596951749272,60.92913743050303
18.6,-0.03405013204958615,-31.22075563470699,-21.073669050655322,58.77924436529301
18.65,-0.03673530345946448,-33.38131606878949,-20.74536149993316,56.61868393121052
18.7,-0.039791584424617686,-35.55441645560001,-20.399811391564402,54.445583544399994
18.75,-0.04326758845256344,-37.74201832391049,-20.037832044421783,52.25798167608951
18.8,-0.04722225516626274,-39.946224579647506,-19.659965610404385,50.05377542035249
18.85,-0.05172683349063962,-42.16933195703697,-19.266521924610387,47.83066804296304
18.9,-0.05686746748628652,-44.41388650734,-18.857606940523045,45.58611349266001
18.95,-0.0627485437009401,-46.68274499605999,-18.433143099787394,43.31725500394001
19.0,-0.06949702252426038,-48.979145224214946,-17.992883302236653,41.02085477578506
19.05,-0.07726806208586673,-51.306788702333506,-17.536419662994422,38.693211297666494
19.1,-0.08625236287595994,-53.66993980327049,-17.06318790594657,36.330060196729534
19.15,-0.09668583079111061,-56.07354655444205,-16.57246800827154,33.92645344555794
19.2,-0.1088624002782165,-58.523389692712485,-16.063381556488086,31.47661030728753
19.25,-0.123151215268235,-61.026268638938014,-15.534886196729813,28.973731361062004
19.3,-0.14001989244377838,-63.590235856561975,-14.985767565836156,26.40976414343803
19.35,-0.16006638204348722,-66.22489493536499,-14.414629206308412,23.775105064635014
19.4,-0.18406314559669665,-68.94178309699701,-13.819881252218524,21.058216903003007
19.45,-0.21301923244775017,-71.75486622072097,-13.199729229428055,18.245133779279023
19.5,-0.24826876446520935,-74.68118469073247,-12.552165326572515,15.318815309267526
19.55,-0.2915990186535946,-77.74170231696348,-11.87496628563435,12.258297683036535
19.6,-0.3454389129536526,-80.96242929949801,-11.165705200814799,9.037570700501991
19.65,-0.41314131974540363,-84.37591435458752,-10.42178999444483,5.624085645412488
19.7,-0.49941393260385114,-88.02322971644449,-9.640550895384553,1.976770283555522
19.75,-0.610990037525908,-91.95659978403046,-8.819415869121954,-1.9565997840304519
19.8,-0.7576946531853213,-96.24283032632148,-7.956241623422652,-6.242830326321481
19.85,-0.9541756436535949,-100.96762779703195,-7.049916216891672,-10.967627797031946
19.9,-1.2227758549896215,-106.24062726024052,-6.101427038801523,-16.240627260240498
19.95,-1.5984023110065202,-112.2001758894775,-5.115699009281794,-22.2001758894775
20.0,-2.1369692755949354,-119.0150465408515,-4.104620231128769,-29.01504654085149
