8.0086,-11.7647
8.0926,-11.6513
8.2336,-11.5251
8.2677,-11.4746
8.3066,-11.4616
8.3509,-11.4102
8.3918,-11.3891
8.4302,-11.3637
8.4791,-11.3659
8.5328,-11.3541
8.6048,-11.3869
8.6508,-11.435
8.6971,-11.485
8.7344,-11.5321
8.793,-11.6549
8.8463,-11.7785
8.8907,-11.9515
8.9221,-12.0783
8.9567,-12.1837
8.9895,-12.3035
9.0283,-12.5353
9.0739,-12.7805
9.1234,-13.0388
9.1514,-13.2474
9.1819,-13.4843
9.2155,-13.7671
9.2537,-14.0306
9.3032,-14.4797
9.3351,-14.8317
9.361,-15.102
9.3826,-15.3265
9.4161,-15.5975
9.4352,-15.8554
9.4642,-16.0852
9.5081,-16.5924
9.5499,-17.1147
9.5829,-17.6113
9.6156,-17.8991
9.653,-18.3723
9.6858,-18.8369
9.7297,-19.3948
9.7669,-20.0073
NaN,NaN
10.1144,-19.9822
10.1526,-19.517
10.1901,-19.0037
10.2174,-18.7319
10.2389,-18.4077
10.2849,-17.8011
10.334,-17.1577
10.3779,-16.6276
10.4114,-16.1757
10.4574,-15.6077
10.5114,-15.0266
10.5578,-14.5378
10.6121,-14.0198
10.6525,-13.6363
10.6946,-13.3059
10.7439,-12.9196
10.7919,-12.5318
10.877,-11.9947
10.9344,-11.6519
11.001,-11.28
11.0568,-11.0216
11.1109,-10.7727
11.1725,-10.5316
11.2351,-10.2855
11.3331,-10.0299
11.4129,-9.7821
11.4786,-9.6301
11.5314,-9.511
11.5979,-9.38
11.667,-9.2953
11.7151,-9.1769
11.7755,-9.0463
11.8437,-8.9522
11.8998,-8.8702
11.9525,-8.829
12.0083,-8.8008
