Freq (GHz),s11dB,s11phs,s21db,s21phs
9.227,-18.02359169,-112.2769117,-0.103674521,-13.51032782
9.246,-17.88880746,-113.2047511,-0.104348431,-15.70671439
9.265,-17.79704378,-114.2979631,-0.103526367,-17.90834669
9.284,-17.74944179,-115.547552,-0.101288076,-20.11739193
9.303,-17.74774402,-116.9485211,-0.097737251,-22.33599312
9.322,-17.79442033,-118.4997644,-0.093001951,-24.56626289
9.341,-17.89282555,-120.2042415,-0.087235115,-26.81027622
9.36,-18.04740751,-122.0695047,-0.08061514,-29.0700621
9.379,-18.26399077,-124.1087128,-0.073346484,-31.34759371
9.398,-18.55017268,-126.3423815,-0.065660277,-33.6447771
9.417,-18.91588741,-128.8013292,-0.057814887,-35.96343809
9.436,-19.3742247,-131.531685,-0.050096391,-38.30530733
9.45,-19.78119006,-133.7568658,-0.044672559,-40.04669561
9.455,-19.9426403,-134.6036608,-0.042818899,-40.67200343
9.474,-2.06E+01,-138.1276212,-0.036324667,-43.06501407
9.493,-2.15E+01,-142.2852642,-0.030983925,-45.48567512
9.512,-2.26E+01,-147.3945425,-0.027194339,-47.93514796
9.531,-2.39E+01,-154.056308,-0.025380037,-50.41439513
9.55,-2.57E+01,-163.5132037,-0.025990106,-52.92415459
9.569,-27.74577002,-178.5343927,-0.029496477,-55.46491329
9.588,-29.88563982,155.4470831,-0.03639113,-58.03688034
9.607,-30.47255727,117.9416373,-0.047182552,-60.63996088
9.626,-28.39918945,86.97107353,-0.062391398,-63.27373124
9.645,-25.45997136,68.6135999,-0.082545353,-65.93741677
9.664,-22.77425516,57.20954809,-0.108173179,-68.62987325
9.683,-20.48302627,49.13816349,-0.139798037,-71.34957325
9.702,-18.52250149,42.77769844,-0.177930148,-74.0945986
9.721,-16.81997029,37.36985792,-0.223058969,-76.86264015
9.74,-15.32014393,32.52759286,-0.275645053,-79.6510058
9.759,-13.98345405,28.03770097,-0.336111851,-82.45663753
9.778,-12.78156501,23.77588877,-0.404837709,-85.27613781
9.797,-11.6938391,19.666987,-0.482148378,-88.10580537
9.816,-10.70491079,15.66480758,-0.568310312,-90.94167991
9.835,-9.803058147,11.74121487,-0.66352506,-93.77959457
9.854,-8.979100481,7.879809822,-0.767924997,-96.61523502
9.873,-8.225640695,4.072054843,-0.881570587,-99.44420309
9.892,-7.536537359,0.314753965,-1.004449319,-102.2620829
9.911,-6.906534255,-3.391677727,-1.136476358,-105.0645072
9.93,-6.331001026,-7.044460567,-1.27749688,-107.8472216
9.949,-5.805754115,-10.63938043,-1.427289976,-110.606145
9.968,-5.326936561,-14.17149633,-1.585573942,-113.3374225
9.987,-4.890940926,-17.6356793,-1.7520127,-116.0374726
10.006,-4.494363323,-21.02701521,-1.926223085,-118.7030239
10.025,-4.133979101,-24.34109362,-2.107782683,-121.331143
10.044,-3.806732721,-27.57420018,-2.296237932,-123.9192539
10.063,-3.509736077,-30.72342818,-2.491112199,-126.4651462
10.082,-3.240270946,-33.78672397,-2.691913592,-128.9669769
10.101,-2.995792546,-36.76288068,-2.898142302,-131.4232632
10.12,-2.773932238,-39.65149354,-3.109297305,-133.8328695
10.139,-2.572498279,-42.45288882,-3.324882341,-136.1949892
10.158,-2.389474147,-45.16803672,-3.544411073,-138.5091221
10.177,-2.22301444,-47.79845663,-3.76741143,-140.7750494
10.196,-2.071438595,-50.34612133,-3.99342913,-142.9928069
10.215,-1.933222866,-52.81336485,-4.222030425,-145.1626573
10.234,-1.806991007,-55.20279711,-4.452804128,-147.2850628
10.253,-1.691504141,-57.51722739,-4.685362989,-149.3606579
10.272,-1.585650207,-59.75959737,-4.919344503,-151.3902242
10.291,-1.488433347,-61.93292397,-5.154411221,-153.3746658
10.31,-1.398963488,-64.0402516,-5.390250665,-155.3149873
10.329,-1.316446341,-66.08461314,-5.626574888,-157.2122735
10.348,-1.240173935,-68.06899877,-5.863119787,-159.0676709
10.367,-1.169515786,-69.99633164,-6.099644197,-160.8823716
10.386,-1.103910751,-71.86944948,-6.335928847,-162.6575988
10.405,-1.042859568,-73.69109127,-6.571775204,-164.3945943
10.424,-0.985918086,-75.46388796,-6.807004259,-166.0946078
10.443,-0.932691148,-77.19035667,-7.041455282,-167.7588877
10.462,-0.882827104,-78.87289764,-7.274984567,-169.3886733
10.481,-0.836012889,-80.51379332,-7.507464202,-170.9851885
10.5,-0.791969648,-82.1152092,-7.738780861,-172.5496364
10.519,-0.750448834,-83.67919594,-7.96883465,-174.083195
10.538,-0.711228748,-85.20769242,-8.197537993,-175.587014
10.557,-0.674111476,-86.70252961,-8.424814592,-177.0622121
10.576,-0.638920177,-88.16543477,-8.650598434,-178.5098752
10.595,-0.605496683,-89.59803611,-8.874832867,-179.9310548
10.614,-0.573699381,-91.0018675,-9.097469742,178.6732325
10.633,-0.543401342,-92.37837334,-9.318468613,177.3020057
10.652,-0.514488668,-93.72891332,-9.537795998,175.9543195
10.671,-0.486859036,-95.05476722,-9.755424699,174.6292641
10.69,-0.460420405,-96.35713947,-9.971333177,173.3259646
10.709,-0.435089883,-97.63716359,-10.18550498,172.0435809
10.728,-0.410792719,-98.8959065,-10.39792821,170.7813063
10.747,-0.387461411,-100.1343726,-10.60859507,169.5383674
10.766,-0.365034927,-101.3535074,-10.81750139,168.3140225
10.785,-0.343458002,-102.5542018,-11.02464626,167.1075611
10.804,-0.322680524,-103.7372947,-11.23003167,165.9183026
10.823,-0.30265699,-104.9035769,-11.43366216,164.7455952
10.842,-0.283346015,-106.053794,-11.63554455,163.5888151
10.861,-0.264709908,-107.1886491,-11.83568766,162.4473652
10.88,-0.246714287,-108.3088056,-12.03410205,161.3206739
10.899,-0.229327736,-109.41489,-12.23079984,160.2081945
10.918,-0.21252151,-110.5074935,-12.42579449,159.1094036
10.937,-0.196269255,-111.5871751,-12.61910063,158.0238006
10.956,-0.180546776,-112.654463,-12.81073388,156.9509062
10.975,-0.165331819,-113.7098569,-13.00071073,155.8902619
10.994,-0.150603879,-114.7538296,-13.18904839,154.8414288
11.013,-0.136344029,-115.7868285,-13.37576472,153.8039869
11.032,-0.122534768,-116.8092777,-13.56087805,152.7775339
11.051,-0.109159882,-117.8215789,-13.74440716,151.7616848
11.07,-0.09620432,-118.824113,-13.92637113,150.756071
11.089,-0.083654086,-119.8172415,-14.10678934,149.7603391
11.108,-0.071496139,-120.8013072,-14.28568134,148.7741509
11.127,-0.059718303,-121.776636,-14.46306682,147.797182
11.146,-0.048309186,-122.7435373,-14.63896554,146.8291219
11.165,-0.03725811,-123.7023052,-14.81339732,145.8696726
11.184,-0.026555046,-124.6532197,-14.98638195,144.9185485
11.203,-0.016190552,-125.5965468,-15.15793919,143.9754756
11.222,-0.006155723,-126.5325402,-15.32808871,143.0401912
11.241,-1.83222E-14,-127.4614413,-15.49685009,142.1124431
11.26,3.85731E-14,-128.3834801,-15.66424278,141.1919893
11.279,-8.67895E-15,-129.2988761,-15.83028607,140.2785973
11.298,-2.41082E-14,-130.2078386,-15.99499908,139.3720441
11.317,-3.85731E-14,-131.1105674,-16.15840076,138.4721153
11.336,2.50725E-14,-132.0072532,-16.32050985,137.5786049
11.355,-1.15719E-14,-132.8980783,-16.48134487,136.6913151
11.374,-2.70012E-14,-133.783217,-16.64092412,135.8100555
11.393,3.27871E-14,-134.6628357,-16.7992657,134.9346433
11.412,-2.02509E-14,-135.5370939,-16.95638742,134.0649024
11.431,2.31439E-14,-136.4061441,-17.1123069,133.2006636
11.45,0,-137.2701326,-17.26704148,132.341764
11.469,-2.02509E-14,-138.1291993,-17.42060826,131.4880468
11.488,3.85731E-15,-138.9834784,-17.57302409,130.6393611
11.507,5.40023E-14,-139.8330986,-17.72430557,129.7955614
11.526,1.54292E-14,-140.6781835,-17.87446904,128.9565078
11.545,-1.92865E-15,-141.5188516,-18.02353058,128.1220653
11.564,-2.89298E-15,-142.3552168,-18.17150604,127.2921039
11.583,2.70012E-14,-143.1873885,-18.31841099,126.4664983
11.602,3.08585E-14,-144.0154719,-18.46426076,125.6451276
11.621,4.43591E-14,-144.8395681,-18.60907045,124.8278754
11.64,2.70012E-14,-145.6597744,-18.75285489,124.0146292
11.659,3.47158E-14,-146.4761846,-18.89562868,123.2052806
11.678,4.62877E-14,-147.2888889,-19.03740618,122.3997249
11.697,5.78596E-15,-148.0979742,-19.17820151,121.5978612
11.716,-3.85731E-15,-148.9035244,-19.31802856,120.7995918
11.735,1.54292E-14,-149.7056202,-19.45690099,120.0048228
11.754,-1.92865E-14,-150.5043397,-19.59483224,119.213463
11.773,0,-151.2997582,-19.73183551,118.4254247
11.792,-1.35006E-14,-152.0919483,-19.86792382,117.640623
11.811,3.85731E-14,-152.8809803,-20.00310995,116.8589759
11.83,-2.70012E-14,-153.6669222,-20.13740647,116.0804041
11.849,-2.79655E-14,-154.4498395,-20.27082577,115.304831
11.868,-3.66444E-14,-155.2297958,-20.40338001,114.5321826
11.887,1.92865E-14,-156.0068526,-20.53508118,113.7623871
11.906,1.15719E-14,-156.7810694,-20.66594107,112.9953753
11.925,-1.35006E-14,-157.552504,-20.79597129,112.2310801
11.944,-2.70012E-14,-158.3212122,-20.92518326,111.4694368
11.963,-3.85731E-15,-159.0872483,-21.05358823,110.7103825
11.982,7.71462E-15,-159.8506648,-21.18119727,109.9538566
12.001,-8.67895E-15,-160.6115129,-21.30802129,109.1998003
12.02,1.92865E-14,-161.369842,-21.43407104,108.4481566
12.039,2.89298E-14,-162.1257004,-21.5593571,107.6988705
12.058,2.70012E-14,-162.8791348,-21.6838899,106.9518887
12.077,3.85731E-15,-163.6301908,-21.80767973,106.2071595
12.096,-2.79655E-14,-164.3789126,-21.93073671,105.4646329
12.115,-2.31439E-14,-165.1253432,-22.05307084,104.7242604
12.134,2.12152E-14,-165.8695246,-22.17469198,103.985995
12.153,3.27871E-14,-166.6114976,-22.29560985,103.2497913
12.172,-3.95374E-14,-167.3513021,-22.41583405,102.5156053
12.191,9.64327E-15,-168.0889768,-22.53537403,101.7833941
12.21,1.35006E-14,-168.8245595,-22.65423916,101.0531164
12.229,3.85731E-15,-169.5580871,-22.77243865,100.324732
12.248,7.71462E-15,-170.2895957,-22.88998163,99.59820207
12.267,1.92865E-15,-171.0191204,-23.00687711,98.87348887
12.286,-2.41082E-14,-171.7466956,-23.12313399,98.15055582
12.305,-3.18228E-14,-172.4723548,-23.23876106,97.42936745
12.324,-2.21795E-14,-173.1961309,-23.35376705,96.70988937
12.343,1.54292E-14,-173.918056,-23.46816054,95.99208821
12.362,1.92865E-14,-174.6381614,-23.58195007,95.2759316
12.381,3.08585E-14,-175.356478,-23.69514407,94.56138816
12.4,1.15719E-14,-176.0730357,-23.80775088,93.84842742
12.419,-1.73579E-14,-176.7878642,-23.91977879,93.13701981
12.438,-3.95374E-14,-177.5009922,-24.03123597,92.42713667
12.457,-4.24304E-14,-178.2124481,-24.14213055,91.71875015
12.476,-1.54292E-14,-178.9222597,-24.25247059,91.01183322
12.495,7.71462E-15,-179.6304541,-24.36226407,90.30635966
12.514,-2.50725E-14,179.6629418,-24.47151892,89.602304
12.533,3.85731E-15,178.9579018,-24.58024299,88.89964152
12.552,3.85731E-14,178.2544003,-24.6884441,88.19834819
12.571,-9.64327E-15,177.5524118,-24.79613,87.49840071
12.59,-3.76088E-14,176.8519115,-24.90330839,86.79977641
12.609,1.92865E-14,176.152875,-25.00998695,86.10245329
12.628,3.66444E-14,175.4552783,-25.11617328,85.40640996
12.647,-3.85731E-14,174.7590977,-25.22187495,84.71162564
12.666,2.31439E-14,174.0643099,-25.32709952,84.01808015
12.685,3.85731E-14,173.3708922,-25.43185447,83.32575383
12.704,-9.64327E-16,172.6788219,-25.53614729,82.63462761
12.723,1.92865E-15,171.9880769,-25.63998542,81.94468292
12.742,4.24304E-14,171.2986353,-25.74337628,81.25590171
12.761,-9.64327E-16,170.6104757,-25.84632727,80.5682664
12.78,-3.27871E-14,169.9235768,-25.94884576,79.8817599
12.799,-2.89298E-14,169.2379177,-26.05093912,79.19636558
12.818,2.70012E-14,168.5534778,-26.1526147,78.51206723
12.837,2.70012E-14,167.8702369,-26.25387984,77.82884908
12.856,-2.50725E-14,167.1881748,-26.35474186,77.14669576
12.875,1.92865E-15,166.5072718,-26.45520809,76.46559231
12.894,-2.60368E-14,165.8275084,-26.55528586,75.78552412
12.913,-3.27871E-14,165.1488653,-26.65498249,75.10647696
12.932,3.85731E-15,164.4713235,-26.75430531,74.42843695
12.951,-4.82164E-15,163.7948642,-26.85326165,73.75139054
12.97,-2.31439E-14,163.119469,-26.95185887,73.07532452
12.989,3.08585E-14,162.4451194,-27.05010431,72.40022596
13.008,1.15719E-14,161.7717974,-27.14800535,71.72608226
13.027,3.47158E-14,161.0994851,-27.24556939,71.05288107
13.046,-3.08585E-14,160.4281649,-27.34280383,70.38061034
13.065,-8.67895E-15,159.7578193,-27.4397161,69.70925826
13.084,3.85731E-14,159.088431,-27.53631368,69.03881328
13.103,-7.71462E-15,158.419983,-27.63260404,68.36926408
13.122,2.70012E-14,157.7524583,-27.72859473,67.70059956
13.141,3.08585E-14,157.0858404,-27.82429329,67.03280885
13.16,3.08585E-14,156.4201126,-27.91970733,66.36588127
13.179,-1.92865E-14,155.7552587,-28.01484449,65.69980632
13.198,1.92865E-14,155.0912625,-28.10971244,65.03457371
13.217,-2.21795E-14,154.4281081,-28.20431893,64.37017328
13.236,5.5931E-14,153.7657796,-28.29867174,63.70659508
13.255,-1.92865E-15,153.1042613,-28.3927787,63.04382927
13.274,-1.54292E-14,152.4435378,-28.4866477,62.38186616
13.293,0,151.7835938,-28.58028671,61.72069621
13.312,2.70012E-14,151.124414,-28.67370373,61.06030996
13.331,2.70012E-14,150.4659835,-28.76690686,60.40069809
13.35,2.31439E-14,149.8082873,-28.85990424,59.74185139
13.369,-1.92865E-14,149.1513108,-28.9527041,59.08376071
13.388,5.0145E-14,148.4950394,-29.04531475,58.42641701
13.407,-2.98942E-14,147.8394587,-29.13774458,57.76981131
13.426,0,147.1845543,-29.23000204,57.11393469
13.445,1.15719E-14,146.5303121,-29.3220957,56.4587783
13.464,-7.71462E-15,145.8767181,-29.4140342,55.80433334
13.483,-5.78596E-15,145.2237584,-29.50582629,55.15059102
13.502,4.05018E-14,144.5714193,-29.59748081,54.49754261
13.521,-2.79655E-14,143.9196871,-29.6890067,53.84517938
13.54,-5.78596E-15,143.2685484,-29.78041302,53.19349263
13.559,-2.21795E-14,142.6179898,-29.87170892,52.54247365
13.578,-2.31439E-14,141.9679982,-29.96290369,51.89211373
13.597,-1.73579E-14,141.3185603,-30.05400673,51.24240414
13.616,1.92865E-14,140.6696633,-30.14502756,50.59333615
13.635,-2.12152E-14,140.0212943,-30.23597583,49.94490098
13.654,-7.71462E-15,139.3734406,-30.32686132,49.29708983
13.673,-3.95374E-14,138.7260895,-30.41769397,48.64989382
13.692,-2.98942E-14,138.0792286,-30.50848384,48.00330406
13.711,3.85731E-14,137.4328456,-30.59924115,47.35731157
13.73,-5.8824E-14,136.7869283,-30.68997627,46.7119073
13.749,-2.02509E-14,136.1414644,-30.78069973,46.06708214
13.768,2.12152E-14,135.496442,-30.87142223,45.42282688
13.787,-1.06076E-14,134.8518493,-30.96215464,44.77913221
13.806,1.54292E-14,134.2076744,-31.052908,44.13598872
13.825,-3.27871E-14,133.5639058,-31.14369355,43.4933869
13.844,-3.85731E-15,132.9205318,-31.2345227,42.85131711
13.863,-2.98942E-14,132.2775412,-31.32540707,42.20976957
13.882,1.92865E-14,131.6349225,-31.41635848,41.5687344
13.901,2.70012E-14,130.9926647,-31.50738897,40.92820153
13.92,4.24304E-14,130.3507566,-31.59851077,40.28816076
13.939,3.85731E-15,129.7091873,-31.68973637,39.64860174
13.958,-1.83222E-14,129.0679459,-31.78107849,39.00951391
13.977,-0.000881379,128.4270218,-31.87255006,38.37088657
13.996,-0.002419942,127.7864043,-31.96416429,37.7327088
14,-0.002738012,127.6515756,-31.98347094,37.59841184
14.015,-0.003912569,127.146083,-32.05593466,37.0949695
14.034,-0.00535882,126.5060474,-32.14787488,36.45765735
14.053,-0.006758281,125.8662873,-32.23999898,35.82076082
14.072,-0.008110565,125.2267925,-32.33232126,35.18426815
14.091,-0.009415309,124.587553,-32.42485631,34.54816734
14.11,-0.010672176,123.9485589,-32.51761906,33.91244613
14.129,-0.011880855,123.3098003,-32.61062473,33.27709202
14.148,-0.01304106,122.6712675,-32.70388889,32.64209224
14.167,-0.01415253,122.032951,-32.79742746,32.00743372
14.186,-0.015215032,121.3948412,-32.89125672,31.37310312
14.205,-0.016228355,120.7569288,-32.9853933,30.73908677
14.224,-0.017192315,120.1192046,-33.07985425,30.10537071
14.243,-0.018106754,119.4816594,-33.174657,29.47194062
14.262,-0.018971538,118.8442842,-33.26981941,28.83878187
14.281,-0.019786559,118.20707,-33.36535976,28.20587944
14.3,-0.020551733,117.5700082,-33.46129679,27.57321796
14.319,-0.021267003,116.9330899,-33.55764971,26.94078166
14.338,-0.021932335,116.2963067,-33.65443821,26.30855439
14.357,-0.022547722,115.65965,-33.75168249,25.67651956
14.376,-0.02311318,115.0231117,-33.84940327,25.04466014
14.395,-0.023628751,114.3866833,-33.94762183,24.41295866
14.414,-0.024094502,113.7503568,-34.04636001,23.78139718
14.433,-0.024510522,113.1141243,-34.14564026,23.14995725
14.452,-0.024876929,112.4779778,-34.24548563,22.51861993
14.471,-0.025193862,111.8419096,-34.34591982,21.88736572
14.49,-0.025461485,111.205912,-34.4469672,21.25617458
14.509,-0.025679988,110.5699775,-34.54865286,20.62502588
14.528,-0.025849583,109.9340988,-34.65100261,19.99389838
14.547,-0.025970508,109.2982684,-34.75404301,19.3627702
14.566,-0.026043024,108.6624793,-34.85780145,18.7316188
14.585,-0.026067415,108.0267244,-34.96230611,18.10042095
14.604,-0.026043991,107.3909967,-35.06758609,17.46915267
14.623,-0.025973083,106.7552895,-35.17367137,16.83778924
14.642,-0.025855048,106.1195959,-35.28059289,16.20630512
14.661,-0.025690264,105.4839095,-35.3883826,15.57467393
14.68,-0.025479135,104.8482238,-35.49707347,14.94286841
14.699,-0.025222085,104.2125325,-35.6066996,14.31086038
14.718,-0.024919563,103.5768292,-35.7172962,13.67862065
14.737,-0.02457204,102.941108,-35.82889972,13.04611903
14.756,-0.024180009,102.3053628,-35.94154786,12.41332423
14.775,-0.023743988,101.6695878,-36.05527964,11.78020381
14.794,-0.023264514,101.0337773,-36.17013549,11.14672412
14.813,-0.022742148,100.3979256,-36.2861573,10.51285022
14.832,-0.022177471,99.76202723,-36.40338851,9.878545829
14.851,-0.021571089,99.12607685,-36.52187417,9.243773208
14.87,-0.020923626,98.4900692,-36.64166106,8.608493097
14.889,-0.020235729,97.85399916,-36.76279776,7.972664613
14.908,-0.019508066,97.21786174,-36.88533476,7.336245143
14.927,-0.018741325,96.58165205,-37.00932454,6.699190236
14.946,-0.017936215,95.94536535,-37.13482173,6.061453482
14.965,-0.017093467,95.308997,-37.2618832,5.422986375
14.984,-0.016213828,94.67254251,-37.39056818,4.783738171
15.003,-0.015298069,94.0359975,-37.52093844,4.143655731
15.022,-0.014346979,93.3993577,-37.65305839,3.50268335
15.041,-0.013361365,92.762619,-37.78699531,2.860762567
15.06,-0.012342055,92.12577739,-37.92281945,2.217831957
15.079,-0.011289895,91.48882898,-38.06060427,1.573826911
15.098,-0.010205749,90.85177002,-38.20042663,0.928679384
15.117,-0.0090905,90.21459688,-38.34236698,0.282317623
15.136,-0.007945047,89.57730605,-38.48650967,-0.365334133
15.155,-0.006770308,88.93989415,-38.63294312,-1.014355988
15.174,-0.005567219,88.30235792,-38.78176018,-1.664832748
15.193,-0.00433673,87.66469423,-38.93305837,-2.316854335
15.212,-0.00307981,87.02690006,-39.08694026,-2.970516234
15.231,-0.001797443,86.38897254,-39.24351379,-3.625919989
15.25,-0.000490629,85.75090889,-39.40289271,-4.283173766
15.269,-5.78596E-15,85.11270648,-39.56519698,-4.942392973
15.288,-2.70012E-14,84.47436279,-39.73055324,-5.603700949
15.307,-3.08585E-14,83.83587541,-39.89909534,-6.267229746
15.326,1.54292E-14,83.19724209,-40.07096491,-6.933121
15.345,4.62877E-14,82.55846065,-40.24631199,-7.60152691
15.364,3.47158E-14,81.91952907,-40.4252957,-8.272611346
15.383,3.47158E-14,81.28044543,-40.60808505,-8.9465511
15.402,2.89298E-14,80.64120793,-40.79485972,-9.623537299
15.421,2.70012E-14,80.00181489,-40.98581107,-10.30377702
15.44,-1.35006E-14,79.36226475,-41.18114314,-10.9874951
15.459,2.12152E-14,78.72255606,-41.38107381,-11.67493628
15.478,-8.67895E-15,78.08268748,-41.58583616,-12.36636755
15.497,-8.67895E-15,77.44265779,-41.79567986,-13.06208091
15.516,-1.73579E-14,76.80246588,-42.01087285,-13.76239661
15.535,-2.12152E-14,76.16211074,-42.2317032,-14.46766674
15.554,-6.75029E-15,75.52159148,-42.45848115,-15.17827955
15.573,3.27871E-14,74.88090731,-42.69154152,-15.89466445
15.592,1.15719E-14,74.24005756,-42.93124638,-16.61729776
15.611,1.92865E-15,73.59904162,-43.17798813,-17.34670961
15.63,1.54292E-14,72.95785904,-43.43219299,-18.08349202
15.649,1.54292E-14,72.31650941,-43.69432506,-18.82830844
15.668,3.08585E-14,71.67499245,-43.96489097,-19.58190518
15.687,-2.70012E-14,71.03330796,-44.24444526,-20.34512507
15.706,-5.0145E-14,70.39145584,-44.53359663,-21.11892396
15.725,-2.70012E-14,69.74943606,-44.83301531,-21.90439058
15.744,-4.05018E-14,69.1072487,-45.14344161,-22.70277093
15.763,-1.83222E-14,68.46489389,-45.4656961,-23.5154981
15.782,-8.67895E-15,67.82237185,-45.80069161,-24.34422909
15.801,-3.66444E-14,67.17968288,-46.1494476,-25.1908908
15.82,-5.78596E-15,66.53682734,-46.5131074,-26.05773768
15.839,-1.92865E-15,65.89380565,-46.89295905,-26.94742475
15.858,3.27871E-14,65.25061831,-47.29046057,-27.86310106
15.877,4.24304E-14,64.60726585,-47.70727105,-28.80853036
15.896,-1.92865E-15,63.96374887,-48.14528897,-29.78824882
15.915,1.92865E-15,63.32006801,-48.60669988,-30.80777358
15.934,1.35006E-14,62.67622394,-49.09403635,-31.8738822
15.953,2.31439E-14,62.03221737,-49.61025392,-32.99499267
15.972,-1.15719E-14,61.38804904,-50.15882816,-34.18168827
15.991,3.47158E-14,60.74371971,-50.74388014,-35.44745558
16.01,-1.73579E-14,60.09923015,-51.37033988,-36.80974225
16.029,-2.89298E-15,59.45458113,-52.04416125,-38.29150647
16.048,4.05018E-14,58.80977343,-52.7726063,-39.92354144
16.067,-3.95374E-14,58.1648078,-53.5646222,-41.74805723
16.086,3.85731E-15,57.519685,-54.43133708,-43.82436685
16.105,5.97883E-14,56.87440573,-55.38669303,-46.23821431
16.124,-2.12152E-14,56.22897067,-56.44818507,-49.11763382
16.143,2.70012E-14,55.58338044,-57.63748621,-52.66092801
16.162,-1.63936E-14,54.9376356,-58.98008805,-57.18770364
16.181,2.50725E-14,54.29173664,-60.50089203,-63.23341494
16.2,5.20737E-14,53.64568395,-62.20542217,-71.71583073
16.219,-1.35006E-14,52.99947784,-64.01513147,-84.14100665
16.238,1.73579E-14,52.35311849,-65.5985043,-102.3218417
16.257,-2.02509E-14,51.70660594,-66.23781664,-125.8260593
16.276,-1.35006E-14,51.05994011,-65.48082784,-148.9544883
16.295,2.50725E-14,50.41312074,-63.86419062,-166.4725464
16.314,-3.08585E-14,49.76614737,-62.07557773,-178.3954926
16.333,-2.12152E-14,49.11901936,-60.40877608,173.4335464
16.352,-1.35006E-14,48.47173583,-58.92781857,167.5757745
16.371,-1.83222E-14,47.82429565,-57.62342999,163.1641536
16.39,-9.64327E-16,47.17669742,-56.47029052,159.6924837
16.409,-8.67895E-15,46.52893943,-55.44335447,156.8574904
16.428,-2.70012E-14,45.88101964,-54.52154291,154.470205
16.447,4.62877E-14,45.23293565,-53.68791579,152.4081332
16.466,-3.18228E-14,44.58468467,-52.92901264,150.5889522
16.485,-3.85731E-15,43.93626347,-52.23412068,148.9555445
16.504,3.85731E-14,43.28766833,-51.5946573,147.4671595
16.523,-2.89298E-14,42.63889504,-51.00368912,146.094008
16.542,-9.64327E-16,41.98993882,-50.45556734,144.8138449
16.561,3.47158E-14,41.34079427,-49.94565307,143.6097457
16.58,5.78596E-15,40.69145532,-49.47011026,142.4686202
16.599,2.31439E-14,40.04191518,-49.02574853,141.3801962
16.618,1.92865E-14,39.39216625,-48.60990311,140.3363083
16.637,1.54292E-14,38.74220008,-48.22034255,139.3303922
16.656,-3.56801E-14,38.09200726,-47.85519726,138.3571183
16.675,1.73579E-14,37.44157735,-47.51290403,137.4121211
16.694,1.15719E-14,36.79089878,-47.19216281,136.491799
16.713,-1.44649E-14,36.13995874,-46.89190322,135.5931621
16.732,-3.85731E-15,35.48874305,-46.61125886,134.7137167
16.751,5.0145E-14,34.83723608,-46.34954785,133.8513765
16.77,3.27871E-14,34.18542052,-46.10625888,133.0043942
16.789,4.24304E-14,33.53327731,-45.8810418,132.1713081
16.808,-6.75029E-15,32.88078538,-45.67370258,131.3509018
16.827,-3.95374E-14,32.2279215,-45.48420219,130.5421727
16.846,-4.14661E-14,31.57466002,-45.31265971,129.7443091
16.865,-5.11094E-14,30.92097264,-45.15935954,128.9566744
16.884,1.35006E-14,30.26682808,-45.02476347,128.1787973
16.903,7.71462E-15,29.61219179,-44.90952829,127.4103686
16.922,-1.73579E-14,28.95702557,-44.81452988,126.6512443
16.941,-1.54292E-14,28.30128709,-44.74089563,125.9014557
16.96,2.31439E-14,27.64492948,-44.69004729,125.1612291
16.979,-1.92865E-14,26.98790072,-44.66375753,124.4310165
16.998,-2.79655E-14,26.33014299,-44.66422464,123.7115408
17.017,-1.35006E-14,25.67159195,-44.69417222,123.0038639
17.036,4.24304E-14,25.01217584,-44.75698324,122.3094838
17.055,-3.18228E-14,24.3518145,-44.85688317,121.6304796
17.074,1.54292E-14,23.69041814,-44.9991944,120.9697262
17.093,3.85731E-14,23.027886,-45.19069684,120.331223
17.112,-7.71462E-15,22.36410465,-45.44015175,119.7206097
17.131,-2.12152E-14,21.69894606,-45.75908465,119.1460025
17.15,-7.71462E-15,21.03226528,-46.16299605,118.6194108
17.169,2.70012E-14,20.36389758,-46.67331194,118.1592561
17.188,-2.89298E-15,19.69365514,-47.32068749,117.7951412
17.207,0,19.02132288,-48.15096303,117.5776117
17.226,-1.73579E-14,18.34665344,-49.23679627,117.6002655
17.245,-2.98942E-14,17.66936102,-50.70292698,118.0571953
17.264,-1.54292E-14,16.98911367,-52.78979614,119.4248894
17.283,-3.85731E-15,16.30552365,-56.05266925,123.2525344
17.302,-2.70012E-14,15.61813537,-62.19028675,138.468325
17.321,-4.91807E-14,14.92640984,-65.79849756,-123.0159312
17.34,-2.50725E-14,14.22970484,-56.21584255,-88.36159736
17.359,-8.67895E-15,13.52724903,-50.78069652,-82.23182307
17.378,2.31439E-14,12.81810783,-46.94850623,-80.24466939
17.397,1.92865E-14,12.10113796,-43.87691242,-79.57859753
17.416,-3.66444E-14,11.37492585,-41.23087768,-79.5068613
17.435,-7.71462E-15,10.63770296,-38.84142862,-79.76330989
17.454,-7.71462E-15,9.887227169,-36.60787218,-80.23162624
17.473,-4.14661E-14,9.12061356,-34.46115668,-80.85798248
17.492,-0.000490458,8.334087349,-32.34691026,-81.62111394
17.5,-0.003309613,7.995801681,-31.45447138,-81.98291573
17.511,-0.007481238,7.522614375,-30.21559089,-82.52224958
17.53,-0.015662654,6.679332632,-28.01468498,-83.58509996
17.549,-0.025455041,5.794649438,-25.67968242,-84.86566098
17.568,-0.037493808,4.854754307,-23.11953169,-86.48053637
17.587,-0.052777718,3.839064922,-20.18688279,-88.68622713
