┌─────────────────────────────────────┬────────────────────┬────────────────────┬─────────────────────────┬────────────────────┬────────────────────┐
│                                     │    δ = -0.2 mm     │    δ = -0.05 mm    │       δ = 0.0 mm        │    δ = 0.05 mm     │     δ = 0.2 mm     │
│                                     │  islands or holes  │  islands or holes  │ SC (Self-Complementary) │  islands or holes  │  islands or holes  │
├─────────────────────────────────────┼────────────────────┼────────────────────┼─────────────────────────┼────────────────────┼────────────────────┤
│  S₁₁: Red J (islands → SC → holes)  │ -0.0003 - 0.0178im │ -0.0005 - 0.0213im │   -0.0005 - 0.0227im    │ -0.9993 + 0.0268im │ -0.9995 + 0.0223im │
│  S₁₁: Blue M (islands → SC → holes) │ -0.0005 - 0.0223im │ -0.0007 - 0.0268im │   -0.9994 + 0.0240im    │ -0.9995 + 0.0218im │ -0.9997 + 0.0181im │
│ -S₂₁: Red M (holes → SC → islands)  │ -0.0003 - 0.0181im │ -0.0005 - 0.0218im │   -0.0005 - 0.0234im    │ -0.9993 + 0.0268im │ -0.9995 + 0.0223im │
│ -S₂₁: Blue J (holes → SC → islands) │ -0.0005 - 0.0223im │ -0.0007 - 0.0268im │   -0.9994 + 0.0240im    │ -0.9995 + 0.0213im │ -0.9997 + 0.0178im │
└─────────────────────────────────────┴────────────────────┴────────────────────┴─────────────────────────┴────────────────────┴────────────────────┘
